,ENDO,GBM,BRCA,HNSCC,LUAD,OVARIAN,CCRCC
2739,,ZNF341,,MTERF3,,,
2740,,ZNF343,,MTFR1,,,
2741,,ZNF345,,MTHFD2P6,,,
2742,,ZNF347,,MTHFD2P7,,,
2743,,ZNF350,,MTMR12,,,
2744,,ZNF358,,MTND1P23,,,
2745,,ZNF382,,MTND1P5,,,
2746,,ZNF383,,MTND1P7,,,
2747,,ZNF394,,MTND2P28,,,
2748,,ZNF398,,MTND2P38,,,
2749,,ZNF404,,MTND2P7,,,
2750,,ZNF414,,MTND3P7,,,
2751,,ZNF415,,MTND4LP10,,,
2752,,ZNF416,,MTND4P17,,,
2753,,ZNF417,,MTND5P15,,,
2754,,ZNF418,,MTND6P2,,,
2755,,ZNF419,,MTND6P20,,,
2756,,ZNF420,,MTRF1LP2,,,
2757,,ZNF425,,MTRR,,,
2758,,ZNF426,,MTSS1,,,
2759,,ZNF428,,MUC12,,,
2760,,ZNF429,,MUC17,,,
2761,,ZNF43,,MUC20,,,
2762,,ZNF430,,MUC20-OT1,,,
2763,,ZNF431,,MUC20P1,,,
2764,,ZNF432,,MUC3A,,,
2765,,ZNF433,,MUC4,,,
2766,,ZNF439,,MYBL1,,,
2767,,ZNF44,,MYC,,,
2768,,ZNF440,,MYEOV,,,
2769,,ZNF441,,MYH16,,,
2770,,ZNF442,,MYL10,,,
2771,,ZNF443,,MYL12AP1,,,
2772,,ZNF444,,MYNN,,,
2773,,ZNF446,,MYO10,,,
2774,,ZNF45,,NAALADL2,,,
2775,,ZNF460,,NAALADL2-AS1,,,
2776,,ZNF461,,NAALADL2-AS2,,,
2777,,ZNF467,,NAALADL2-AS3,,,
2778,,ZNF468,,NACA4P,,,
2779,,ZNF470,,NACAP10,,,
2780,,ZNF471,,NACAP6,,,
2781,,ZNF473,,NADK2,,,
2782,,ZNF479,,NADK2-AS1,,,
2783,,ZNF480,,NADSYN1,,,
2784,,ZNF486,,NAMPT,,,
2785,,ZNF490,,NAPEPLD,,,
2786,,ZNF491,,NAPRT,,,
2787,,ZNF492,,NARSP2,,,
2788,,ZNF493,,NAT16,,,
2789,,ZNF497,,NBN,,,
2790,,ZNF506,,NCALD,,,
2791,,ZNF507,,NCAPGP1,,,
2792,,ZNF512B,,NCBP2,,,
2793,,ZNF524,,NCBP2-AS1,,,
2794,,ZNF525,,NCBP2AS2,,,
2795,,ZNF526,,NCEH1,,,
2796,,ZNF527,,NCK1,,,
2797,,ZNF528,,NCK1-DT,,,
2798,,ZNF529,,NCOA2,,,
2799,,ZNF530,,NDRG1,,,
2800,,ZNF534,,NDUFA3P2,,,
2801,,ZNF536,,NDUFA5P12,,,
2802,,ZNF540,,NDUFA5P2,,,
2803,,ZNF541,,NDUFAF4P2,,,
2804,,ZNF543,,NDUFAF6,,,
2805,,ZNF544,,NDUFB5,,,
2806,,ZNF546,,NDUFB9,,,
2807,,ZNF547,,NDUFB9P3,,,
2808,,ZNF548,,NDUFS5P6,,,
2809,,ZNF549,,NDUFS6,,,
2810,,ZNF550,,NDUFS6P1,,,
2811,,ZNF551,,NDUFS8,,,
2812,,ZNF552,,NDUFV1,,,
2813,,ZNF554,,NECAB1,,,
2814,,ZNF555,,NEK11,,,
2815,,ZNF556,,NENFP3,,,
2816,,ZNF557,,NFE4,,,
2817,,ZNF558,,NIM1K,,,
2818,,ZNF559,,NIP7P2,,,
2819,,ZNF559-ZNF177,,NIPA2P1,,,
2820,,ZNF560,,NIPA2P4,,,
2821,,ZNF561,,NIPAL2,,,
2822,,ZNF562,,NIPBL,,,
2823,,ZNF563,,NIPBL-DT,,,
2824,,ZNF564,,NIPSNAP2,,,
2825,,ZNF565,,NKAIN3,,,
2826,,ZNF566,,NKAIN3-IT1,,,
2827,,ZNF567,,NKD2,,,
2828,,ZNF568,,NLGN1,,,
2829,,ZNF569,,NLGN1-AS1,,,
2830,,ZNF57,,NMD3,,,
2831,,ZNF570,,NME9,,,
2832,,ZNF571,,NMNAT1P3,,,
2833,,ZNF573,,NMNAT3,,,
2834,,ZNF574,,NMRAL2P,,,
2835,,ZNF575,,NNT,,,
2836,,ZNF576,,NNT-AS1,,,
2837,,ZNF577,,NPAS4,,,
2838,,ZNF578,,NPHP3,,,
2839,,ZNF579,,NPHP3-ACAD11,,,
2840,,ZNF580,,NPHP3-AS1,,,
2841,,ZNF581,,NPM1P17,,,
2842,,ZNF582,,NPM1P28,,,
2843,,ZNF583,,NPM1P29,,,
2844,,ZNF584,,NPM1P52,,,
2845,,ZNF585A,,NPR3,,,
2846,,ZNF585B,,NPTX2,,,
2847,,ZNF586,,NRBF2P4,,,
2848,,ZNF587,,NRBP2,,,
2849,,ZNF587B,,NRCAM,,,
2850,,ZNF599,,NRROS,,,
2851,,ZNF600,,NSMCE2,,,
2852,,ZNF606,,NSUN2,,,
2853,,ZNF607,,NTAN1P2,,,
2854,,ZNF610,,NUDCD1,,,
2855,,ZNF611,,NUDT16,,,
2856,,ZNF613,,NUDT16P1,,,
2857,,ZNF614,,NUDT8,,,
2858,,ZNF615,,NUMA1,,,
2859,,ZNF616,,NUP155,,,
2860,,ZNF625,,NUP210P3,,,
2861,,ZNF625-ZNF20,,NUPR2,,,
2862,,ZNF626,,NYAP1,,,
2863,,ZNF627,,OC90,,,
2864,,ZNF628,,OCM2,,,
2865,,ZNF649,,ODF1,,,
2866,,ZNF653,,OFD1P17,,,
2867,,ZNF655,,OPA1,,,
2868,,ZNF66,,OPA1-AS1,,,
2869,,ZNF665,,OPLAH,,,
2870,,ZNF667,,OR2AE1,,,
2871,,ZNF671,,OR7E11P,,,
2872,,ZNF675,,OR7E126P,,,
2873,,ZNF676,,OR7E128P,,,
2874,,ZNF677,,OR7E129P,,,
2875,,ZNF679,,OR7E140P,,,
2876,,ZNF680,,OR7E145P,,,
2877,,ZNF681,,OR7E148P,,,
2878,,ZNF682,,OR7E1P,,,
2879,,ZNF69,,OR7E21P,,,
2880,,ZNF699,,OR7E38P,,,
2881,,ZNF700,,OR7E4P,,,
2882,,ZNF701,,OR7E7P,,,
2883,,ZNF708,,OR7E87P,,,
2884,,ZNF709,,ORAI2,,,
2885,,ZNF71,,ORC5,,,
2886,,ZNF713,,OSGIN2,,,
2887,,ZNF714,,OSMR,,,
2888,,ZNF716,,OSMR-AS1,,,
2889,,ZNF723,,OSR2,,,
2890,,ZNF724,,OSTN,,,
2891,,ZNF726,,OSTN-AS1,,,
2892,,ZNF727,,OTOL1,,,
2893,,ZNF728,,OTUD6B,,,
2894,,ZNF729,,OTUD6B-AS1,,,
2895,,ZNF730,,OTULIN,,,
2896,,ZNF735,,OTULINL,,,
2897,,ZNF736,,OXCT1,,,
2898,,ZNF737,,OXCT1-AS1,,,
2899,,ZNF738,,OXR1,,,
2900,,ZNF746,,P2RY1,,,
2901,,ZNF749,,P2RY12,,,
2902,,ZNF761,,P2RY13,,,
2903,,ZNF763,,P2RY14,,,
2904,,ZNF765,,P3H2,,,
2905,,ZNF766,,P3H2-AS1,,,
2906,,ZNF77,,PA2G4P4,,,
2907,,ZNF772,,PABPC1,,,
2908,,ZNF773,,PABPC1P10,,,
2909,,ZNF775,,PAG1,,,
2910,,ZNF776,,PAIP1,,,
2911,,ZNF777,,PAK2,,,
2912,,ZNF780A,,PAQR9,,,
2913,,ZNF780B,,PAQR9-AS1,,,
2914,,ZNF781,,PARL,,,
2915,,ZNF783,,PARP10,,,
2916,,ZNF784,,PBX2P1,,,
2917,,ZNF786,,PC,,,
2918,,ZNF787,,PCAT1,,,
2919,,ZNF789,,PCCB,,,
2920,,ZNF790,,PCOLCE,,,
2921,,ZNF791,,PCOLCE-AS1,,,
2922,,ZNF792,,PCOLCE2,,,
2923,,ZNF793,,PCYT1A,,,
2924,,ZNF799,,PDAP1,,,
2925,,ZNF8,,PDCD10,,,
2926,,ZNF800,,PDCD6,,,
2927,,ZNF804B,,PDCL3P1,,,
2928,,ZNF805,,PDCL3P2,,,
2929,,ZNF808,,PDE2A,,,
2930,,ZNF813,,PDE7A,,,
2931,,ZNF814,,PDK4,,,
2932,,ZNF816,,PDP1,,,
2933,,ZNF816-ZNF321P,,PDZD2,,,
2934,,ZNF823,,PEG10,,,
2935,,ZNF829,,PEG13,,,
2936,,ZNF83,,PELI3,,,
2937,,ZNF831,,PEX1,,,
2938,,ZNF835,,PEX2,,,
2939,,ZNF836,,PEX5L,,,
2940,,ZNF837,,PEX5L-AS1,,,
2941,,ZNF841,,PEX5L-AS2,,,
2942,,ZNF844,,PFN2,,,
2943,,ZNF845,,PGAM1P13,,,
2944,,ZNF846,,PHC3,,,
2945,,ZNF85,,PHF20L1,,,
2946,,ZNF850,,PHKG1,,,
2947,,ZNF853,,PHOX2A,,,
2948,,ZNF862,,PI15,,,
2949,,ZNF865,,PIGX,,,
2950,,ZNF878,,PIGZ,,,
2951,,ZNF880,,PIK3CA,,,
2952,,ZNF888,,PIK3CB,,,
2953,,ZNF90,,PIK3CG,,,
2954,,ZNF91,,PIK3R4,,,
2955,,ZNF92,,PILRA,,,
2956,,ZNF93,,PILRB,,,
2957,,ZNF98,,PIP4P2,,,
2958,,ZNF99,,PISRT1,,,
2959,,ZNFX1,,PITPNM1,,,
2960,,ZNHIT1,,PKHD1L1,,,
2961,,ZNRF2,,PKIA,,,
2962,,ZNRF4,,PKIA-AS1,,,
2963,,ZP3,,PKMP4,,,
2964,,ZPBP,,PLAAT1,,,
2965,,ZSCAN1,,PLCH1,,,
2966,,ZSCAN18,,PLCH1-AS1,,,
2967,,ZSCAN21,,PLCH1-AS2,,,
2968,,ZSCAN22,,PLCXD3,,,
2969,,ZSCAN25,,PLD1,,,
2970,,ZSCAN4,,PLEC,,,
2971,,ZSCAN5A,,PLEKHF2,,,
2972,,ZSCAN5B,,PLEKHG4B,,,
2973,,ZSCAN5C,,PLOD2,,,
2974,,ZSWIM1,,PLOD3,,,
2975,,ZSWIM3,,PLS1,,,
2976,,ZSWIM4,,PLS1-AS1,,,
2977,,ZSWIM9,,PLSCR1,,,
2978,,ZYX,,PLSCR2,,,
2979,,,,PLSCR4,,,
2980,,,,PLSCR5,,,
2981,,,,PLSCR5-AS1,,,
2982,,,,PLXND1,,,
2983,,,,PMCHL1,,,
2984,,,,PMP2,,,
2985,,,,PMPCB,,,
2986,,,,PMS2P1,,,
2987,,,,PODXL2,,,
2988,,,,POLD4,,,
2989,,,,POLR2H,,,
2990,,,,POLR2J,,,
2991,,,,POLR2J2,,,
2992,,,,POLR2J3,,,
2993,,,,POLR2K,,,
2994,,,,PON1,,,
2995,,,,PON2,,,
2996,,,,PON3,,,
2997,,,,POP1,,,
2998,,,,POP7,,,
2999,,,,POU5F1B,,,
3000,,,,POU5F1P2,,,
3001,,,,PPFIA1,,,
3002,,,,PPIAP72,,,
3003,,,,PPIAP73,,,
3004,,,,PPIAP74,,,
3005,,,,PPIAP75,,,
3006,,,,PPIAP77,,,
3007,,,,PPIAP82,,,
3008,,,,PPIAP86,,,
3009,,,,PPM1L,,,
3010,,,,PPP1CA,,,
3011,,,,PPP1R16A,,,
3012,,,,PPP1R2,,,
3013,,,,PPP1R35,,,
3014,,,,PPP1R42,,,
3015,,,,PPP1R9A,,,
3016,,,,PPP2R3A,,,
3017,,,,PPP6R3,,,
3018,,,,PQLC1P1,,,
3019,,,,PQLC2L,,,
3020,,,,PRDM14,,,
3021,,,,PRDM9,,,
3022,,,,PRELID3BP4,,,
3023,,,,PRELID3BP5,,,
3024,,,,PRELID3BP6,,,
3025,,,,PRELID3BP7,,,
3026,,,,PREX2,,,
3027,,,,PRKAA1,,,
3028,,,,PRKAR2B,,,
3029,,,,PRKCI,,,
3030,,,,PRKDC,,,
3031,,,,PRKRIP1,,,
3032,,,,PRLR,,,
3033,,,,PRNCR1,,,
3034,,,,PRR13P7,,,
3035,,,,PRR23A,,,
3036,,,,PRR23B,,,
3037,,,,PRR23C,,,
3038,,,,PRXL2AP2,,,
3039,,,,PSAT1P4,,,
3040,,,,PSCA,,,
3041,,,,PSKH2,,,
3042,,,,PSMA2P2,,,
3043,,,,PSMC1P7,,,
3044,,,,PSMC2,,,
3045,,,,PSMD10P2,,,
3046,,,,PSMD2,,,
3047,,,,PSPH,,,
3048,,,,PSPHP1,,,
3049,,,,PTCD1,,,
3050,,,,PTDSS1,,,
3051,,,,PTGER4,,,
3052,,,,PTK2,,,
3053,,,,PTMAP15,,,
3054,,,,PTP4A1P3,,,
3055,,,,PTP4A3,,,
3056,,,,PTPRCAP,,,
3057,,,,PTTG3P,,,
3058,,,,PTX3,,,
3059,,,,PUF60,,,
3060,,,,PURPL,,,
3061,,,,PUS7,,,
3062,,,,PVRIG,,,
3063,,,,PVRIG2P,,,
3064,,,,PVT1,,,
3065,,,,PXYLP1,,,
3066,,,,PYCR3,,,
3067,,,,PYDC2,,,
3068,,,,RAB6B,,,
3069,,,,RAD1,,,
3070,,,,RAD21,,,
3071,,,,RAD21-AS1,,,
3072,,,,RAD23BP2,,,
3073,,,,RAD51AP1P1,,,
3074,,,,RAD54B,,,
3075,,,,RAD9A,,,
3076,,,,RAI14,,,
3077,,,,RALYL,,,
3078,,,,RANBP3L,,,
3079,,,,RAP2B,,,
3080,,,,RARRES1,,,
3081,,,,RASA2,,,
3082,,,,RASA2-IT1,,,
3083,,,,RASA4,,,
3084,,,,RASA4B,,,
3085,,,,RASA4DP,,,
3086,,,,RBBP4P1,,,
3087,,,,RBIS,,,
3088,,,,RBISP2,,,
3089,,,,RBM12B,,,
3090,,,,RBM12B-AS1,,,
3091,,,,RBM14,,,
3092,,,,RBM14-RBM4,,,
3093,,,,RBM4,,,
3094,,,,RBM48,,,
3095,,,,RBM4B,,,
3096,,,,RBP1,,,
3097,,,,RBP2,,,
3098,,,,RCE1,,,
3099,,,,RDH10,,,
3100,,,,RDH10-AS1,,,
3101,,,,RECQL4,,,
3102,,,,RELN,,,
3103,,,,RETREG1,,,
3104,,,,REXO1L10P,,,
3105,,,,REXO1L11P,,,
3106,,,,REXO1L12P,,,
3107,,,,REXO1L1P,,,
3108,,,,REXO1L2P,,,
3109,,,,REXO1L3P,,,
3110,,,,REXO1L4P,,,
3111,,,,REXO1L5P,,,
3112,,,,REXO1L6P,,,
3113,,,,REXO1L8P,,,
3114,,,,REXO1L9P,,,
3115,,,,RF00024,,,
3116,,,,RF00070,,,
3117,,,,RF01778,,,
3118,,,,RF01873,,,
3119,,,,RF01887,,,
3120,,,,RF01888,,,
3121,,,,RF01951,,,
3122,,,,RF01953,,,
3123,,,,RF01954,,,
3124,,,,RF02089,,,
3125,,,,RF02166,,,
3126,,,,RF02211,,,
3127,,,,RF02212,,,
3128,,,,RF02213,,,
3129,,,,RFC4,,,
3130,,,,RFPL4AP5,,,
3131,,,,RGS22,,,
3132,,,,RHO,,,
3133,,,,RHOD,,,
3134,,,,RHPN1,,,
3135,,,,RHPN1-AS1,,,
3136,,,,RICTOR,,,
3137,,,,RIDA,,,
3138,,,,RIMS2,,,
3139,,,,RIN1,,,
3140,,,,RINT1,,,
3141,,,,RIPK2,,,
3142,,,,RMDN1,,,
3143,,,,RN7SKP104,,,
3144,,,,RN7SKP124,,,
3145,,,,RN7SKP129,,,
3146,,,,RN7SKP133,,,
3147,,,,RN7SKP135,,,
3148,,,,RN7SKP153,,,
3149,,,,RN7SKP155,,,
3150,,,,RN7SKP175,,,
3151,,,,RN7SKP177,,,
3152,,,,RN7SKP198,,,
3153,,,,RN7SKP206,,,
3154,,,,RN7SKP207,,,
3155,,,,RN7SKP212,,,
3156,,,,RN7SKP222,,,
3157,,,,RN7SKP226,,,
3158,,,,RN7SKP231,,,
3159,,,,RN7SKP234,,,
3160,,,,RN7SKP239,,,
3161,,,,RN7SKP249,,,
3162,,,,RN7SKP25,,,
3163,,,,RN7SKP265,,,
3164,,,,RN7SKP29,,,
3165,,,,RN7SKP296,,,
3166,,,,RN7SKP298,,,
3167,,,,RN7SKP32,,,
3168,,,,RN7SKP40,,,
3169,,,,RN7SKP46,,,
3170,,,,RN7SKP52,,,
3171,,,,RN7SKP54,,,
3172,,,,RN7SKP73,,,
3173,,,,RN7SKP79,,,
3174,,,,RN7SKP85,,,
3175,,,,RN7SKP86,,,
3176,,,,RN7SKP97,,,
3177,,,,RN7SL107P,,,
3178,,,,RN7SL12P,,,
3179,,,,RN7SL135P,,,
3180,,,,RN7SL141P,,,
3181,,,,RN7SL19P,,,
3182,,,,RN7SL203P,,,
3183,,,,RN7SL215P,,,
3184,,,,RN7SL228P,,,
3185,,,,RN7SL229P,,,
3186,,,,RN7SL252P,,,
3187,,,,RN7SL260P,,,
3188,,,,RN7SL300P,,,
3189,,,,RN7SL308P,,,
3190,,,,RN7SL329P,,,
3191,,,,RN7SL350P,,,
3192,,,,RN7SL36P,,,
3193,,,,RN7SL37P,,,
3194,,,,RN7SL383P,,,
3195,,,,RN7SL395P,,,
3196,,,,RN7SL396P,,,
3197,,,,RN7SL416P,,,
3198,,,,RN7SL41P,,,
3199,,,,RN7SL434P,,,
3200,,,,RN7SL447P,,,
3201,,,,RN7SL478P,,,
3202,,,,RN7SL549P,,,
3203,,,,RN7SL563P,,,
3204,,,,RN7SL58P,,,
3205,,,,RN7SL675P,,,
3206,,,,RN7SL685P,,,
3207,,,,RN7SL703P,,,
3208,,,,RN7SL715P,,,
3209,,,,RN7SL724P,,,
3210,,,,RN7SL738P,,,
3211,,,,RN7SL73P,,,
3212,,,,RN7SL750P,,,
3213,,,,RN7SL752P,,,
3214,,,,RN7SL760P,,,
3215,,,,RN7SL7P,,,
3216,,,,RN7SL826P,,,
3217,,,,RN7SL8P,,,
3218,,,,RNA5SP140,,,
3219,,,,RNA5SP141,,,
3220,,,,RNA5SP142,,,
3221,,,,RNA5SP143,,,
3222,,,,RNA5SP144,,,
3223,,,,RNA5SP145,,,
3224,,,,RNA5SP146,,,
3225,,,,RNA5SP147,,,
3226,,,,RNA5SP148,,,
3227,,,,RNA5SP149,,,
3228,,,,RNA5SP150,,,
3229,,,,RNA5SP151,,,
3230,,,,RNA5SP176,,,
3231,,,,RNA5SP177,,,
3232,,,,RNA5SP178,,,
3233,,,,RNA5SP179,,,
3234,,,,RNA5SP180,,,
3235,,,,RNA5SP181,,,
3236,,,,RNA5SP268,,,
3237,,,,RNA5SP269,,,
3238,,,,RNA5SP270,,,
3239,,,,RNA5SP271,,,
3240,,,,RNA5SP272,,,
3241,,,,RNA5SP273,,,
3242,,,,RNA5SP274,,,
3243,,,,RNA5SP275,,,
3244,,,,RNA5SP276,,,
3245,,,,RNA5SP277,,,
3246,,,,RNA5SP278,,,
3247,,,,RNA5SP342,,,
3248,,,,RNF121,,,
3249,,,,RNF13,,,
3250,,,,RNF139,,,
3251,,,,RNF139-AS1,,,
3252,,,,RNF168,,,
3253,,,,RNF19A,,,
3254,,,,RNF7,,,
3255,,,,RNU1-100P,,,
3256,,,,RNU1-101P,,,
3257,,,,RNU1-106P,,,
3258,,,,RNU1-150P,,,
3259,,,,RNU1-20P,,,
3260,,,,RNU1-35P,,,
3261,,,,RNU1-70P,,,
3262,,,,RNU1-76P,,,
3263,,,,RNU1-84P,,,
3264,,,,RNU11-4P,,,
3265,,,,RNU11-6P,,,
3266,,,,RNU2-11P,,,
3267,,,,RNU2-20P,,,
3268,,,,RNU2-31P,,,
3269,,,,RNU2-54P,,,
3270,,,,RNU2-71P,,,
3271,,,,RNU4-16P,,,
3272,,,,RNU4-25P,,,
3273,,,,RNU4-37P,,,
3274,,,,RNU4-38P,,,
3275,,,,RNU4-39P,,,
3276,,,,RNU4-43P,,,
3277,,,,RNU4-4P,,,
3278,,,,RNU4-83P,,,
3279,,,,RNU4-89P,,,
3280,,,,RNU4-91P,,,
3281,,,,RNU6-1003P,,,
3282,,,,RNU6-1011P,,,
3283,,,,RNU6-1040P,,,
3284,,,,RNU6-1052P,,,
3285,,,,RNU6-1079P,,,
3286,,,,RNU6-1092P,,,
3287,,,,RNU6-1098P,,,
3288,,,,RNU6-10P,,,
3289,,,,RNU6-1101P,,,
3290,,,,RNU6-1104P,,,
3291,,,,RNU6-1105P,,,
3292,,,,RNU6-1109P,,,
3293,,,,RNU6-1120P,,,
3294,,,,RNU6-1125P,,,
3295,,,,RNU6-1126P,,,
3296,,,,RNU6-1136P,,,
3297,,,,RNU6-1172P,,,
3298,,,,RNU6-1174P,,,
3299,,,,RNU6-1175P,,,
3300,,,,RNU6-1190P,,,
3301,,,,RNU6-1197P,,,
3302,,,,RNU6-1209P,,,
3303,,,,RNU6-1213P,,,
3304,,,,RNU6-1220P,,,
3305,,,,RNU6-1224P,,,
3306,,,,RNU6-1233P,,,
3307,,,,RNU6-1238P,,,
3308,,,,RNU6-1255P,,,
3309,,,,RNU6-1279P,,,
3310,,,,RNU6-1284P,,,
3311,,,,RNU6-1294P,,,
3312,,,,RNU6-12P,,,
3313,,,,RNU6-1300P,,,
3314,,,,RNU6-1305P,,,
3315,,,,RNU6-1317P,,,
3316,,,,RNU6-1322P,,,
3317,,,,RNU6-1324P,,,
3318,,,,RNU6-1328P,,,
3319,,,,RNU6-144P,,,
3320,,,,RNU6-220P,,,
3321,,,,RNU6-25P,,,
3322,,,,RNU6-274P,,,
3323,,,,RNU6-285P,,,
3324,,,,RNU6-315P,,,
3325,,,,RNU6-348P,,,
3326,,,,RNU6-358P,,,
3327,,,,RNU6-363P,,,
3328,,,,RNU6-364P,,,
3329,,,,RNU6-374P,,,
3330,,,,RNU6-378P,,,
3331,,,,RNU6-381P,,,
3332,,,,RNU6-389P,,,
3333,,,,RNU6-392P,,,
3334,,,,RNU6-393P,,,
3335,,,,RNU6-425P,,,
3336,,,,RNU6-428P,,,
3337,,,,RNU6-429P,,,
3338,,,,RNU6-42P,,,
3339,,,,RNU6-442P,,,
3340,,,,RNU6-46P,,,
3341,,,,RNU6-484P,,,
3342,,,,RNU6-486P,,,
3343,,,,RNU6-4P,,,
3344,,,,RNU6-505P,,,
3345,,,,RNU6-507P,,,
3346,,,,RNU6-509P,,,
3347,,,,RNU6-519P,,,
3348,,,,RNU6-532P,,,
3349,,,,RNU6-547P,,,
3350,,,,RNU6-621P,,,
3351,,,,RNU6-628P,,,
3352,,,,RNU6-637P,,,
3353,,,,RNU6-646P,,,
3354,,,,RNU6-656P,,,
3355,,,,RNU6-660P,,,
3356,,,,RNU6-665P,,,
3357,,,,RNU6-672P,,,
3358,,,,RNU6-678P,,,
3359,,,,RNU6-679P,,,
3360,,,,RNU6-681P,,,
3361,,,,RNU6-690P,,,
3362,,,,RNU6-703P,,,
3363,,,,RNU6-720P,,,
3364,,,,RNU6-726P,,,
3365,,,,RNU6-72P,,,
3366,,,,RNU6-738P,,,
3367,,,,RNU6-748P,,,
3368,,,,RNU6-756P,,,
3369,,,,RNU6-760P,,,
3370,,,,RNU6-789P,,,
3371,,,,RNU6-819P,,,
3372,,,,RNU6-821P,,,
3373,,,,RNU6-858P,,,
3374,,,,RNU6-860P,,,
3375,,,,RNU6-869P,,,
3376,,,,RNU6-875P,,,
3377,,,,RNU6-901P,,,
3378,,,,RNU6-909P,,,
3379,,,,RNU6-910P,,,
3380,,,,RNU6-914P,,,
3381,,,,RNU6-923P,,,
3382,,,,RNU6-925P,,,
3383,,,,RNU6-956P,,,
3384,,,,RNU6ATAC24P,,,
3385,,,,RNU6ATAC41P,,,
3386,,,,RNU6ATAC8P,,,
3387,,,,RNU7-102P,,,
3388,,,,RNU7-105P,,,
3389,,,,RNU7-130P,,,
3390,,,,RNU7-136P,,,
3391,,,,RNU7-161P,,,
3392,,,,RNU7-174P,,,
3393,,,,RNU7-181P,,,
3394,,,,RNU7-188P,,,
3395,,,,RNU7-18P,,,
3396,,,,RNU7-23P,,,
3397,,,,RNU7-47P,,,
3398,,,,RNU7-67P,,,
3399,,,,RNU7-75P,,,
3400,,,,RNU7-82P,,,
3401,,,,RNU7-84P,,,
3402,,,,RNU7-85P,,,
3403,,,,RNY3P13,,,
3404,,,,RNY3P14,,,
3405,,,,ROPN1L,,,
3406,,,,ROPN1L-AS1,,,
3407,,,,RPEP6,,,
3408,,,,RPL10AP2,,,
3409,,,,RPL12P24,,,
3410,,,,RPL19P11,,,
3411,,,,RPL19P14,,,
3412,,,,RPL21P39,,,
3413,,,,RPL21P42,,,
3414,,,,RPL21P43,,,
3415,,,,RPL21P54,,,
3416,,,,RPL21P71,,,
3417,,,,RPL22L1,,,
3418,,,,RPL22P1,,,
3419,,,,RPL23AP40,,,
3420,,,,RPL23AP41,,,
3421,,,,RPL23AP42,,,
3422,,,,RPL23AP56,,,
3423,,,,RPL23AP93,,,
3424,,,,RPL23AP95,,,
3425,,,,RPL29P12,,,
3426,,,,RPL30,,,
3427,,,,RPL30P16,,,
3428,,,,RPL30P7,,,
3429,,,,RPL31P35,,,
3430,,,,RPL31P40,,,
3431,,,,RPL31P41,,,
3432,,,,RPL32P14,,,
3433,,,,RPL32P3,,,
3434,,,,RPL32P9,,,
3435,,,,RPL34P18,,,
3436,,,,RPL35A,,,
3437,,,,RPL35AP19,,,
3438,,,,RPL36AP21,,,
3439,,,,RPL37,,,
3440,,,,RPL37P2,,,
3441,,,,RPL38P1,,,
3442,,,,RPL39L,,,
3443,,,,RPL39P5,,,
3444,,,,RPL3P9,,,
3445,,,,RPL4P4,,,
3446,,,,RPL5P14,,,
3447,,,,RPL5P24,,,
3448,,,,RPL6P7,,,
3449,,,,RPL6P8,,,
3450,,,,RPL6P9,,,
3451,,,,RPL7,,,
3452,,,,RPL7AP25,,,
3453,,,,RPL7L1P7,,,
3454,,,,RPL7L1P8,,,
3455,,,,RPL7P16,,,
3456,,,,RPL7P30,,,
3457,,,,RPL7P60,,,
3458,,,,RPL8,,,
3459,,,,RPL9P15,,,
3460,,,,RPS10P16,,,
3461,,,,RPS12P15,,,
3462,,,,RPS12P20,,,
3463,,,,RPS15AP25,,,
3464,,,,RPS17P14,,,
3465,,,,RPS20P14,,,
3466,,,,RPS20P20,,,
3467,,,,RPS20P21,,,
3468,,,,RPS20P23,,,
3469,,,,RPS23P1,,,
3470,,,,RPS23P5,,,
3471,,,,RPS26P28,,,
3472,,,,RPS26P34,,,
3473,,,,RPS26P35,,,
3474,,,,RPS26P6,,,
3475,,,,RPS27AP8,,,
3476,,,,RPS29P15,,,
3477,,,,RPS29P16,,,
3478,,,,RPS29P3,,,
3479,,,,RPS3AP25,,,
3480,,,,RPS3AP26,,,
3481,,,,RPS3AP29,,,
3482,,,,RPS3AP32,,,
3483,,,,RPS3AP40,,,
3484,,,,RPS3AP41,,,
3485,,,,RPS4XP10,,,
3486,,,,RPS4XP6,,,
3487,,,,RPS6KB2,,,
3488,,,,RPS6KB2-AS1,,,
3489,,,,RPS6P4,,,
3490,,,,RPSAP31,,,
3491,,,,RPSAP33,,,
3492,,,,RPSAP38,,,
3493,,,,RPSAP46,,,
3494,,,,RPSAP47,,,
3495,,,,RPSAP48,,,
3496,,,,RPSAP69,,,
3497,,,,RPSAP74,,,
3498,,,,RRM2B,,,
3499,,,,RRS1,,,
3500,,,,RRS1-AS1,,,
3501,,,,RSPO2,,,
3502,,,,RSRC1,,,
3503,,,,RTP1,,,
3504,,,,RTP2,,,
3505,,,,RTP4,,,
3506,,,,RUBCN,,,
3507,,,,RUNX1T1,,,
3508,,,,RWDD4P1,,,
3509,,,,RXFP3,,,
3510,,,,RYK,,,
3511,,,,S100A11P1,,,
3512,,,,SAMD12,,,
3513,,,,SAMD12-AS1,,,
3514,,,,SAMD7,,,
3515,,,,SAMD9,,,
3516,,,,SAMD9L,,,
3517,,,,SAP25,,,
3518,,,,SBSPON,,,
3519,,,,SCARNA7,,,
3520,,,,SCHIP1,,,
3521,,,,SCRIB,,,
3522,,,,SCRT1,,,
3523,,,,SCX,,,
